"","baseMean","lgFC_LcDC_vs_CD3_CD28","lfcSE","stat","pvalue","padj"
"Zfp706",431.182614079795,-0.696695040868479,0.110989091893546,-6.27714876284156,3.44838115550471e-10,3.77605963749336e-09
"Itga6",67.658163324421,1.13770380231715,0.181288731578672,6.275645443652,3.48186819054862e-10,3.8101315131453e-09
"Frmd4a",44.212297051687,-2.00813270827864,0.320038746395918,-6.27465496254128,3.50410483606408e-10,3.83185432855911e-09
"Thyn1",99.8976816844959,-0.993423461618785,0.158366563366464,-6.27293691610886,3.54300484192149e-10,3.87175712793379e-09
"Il17ra",442.958366367897,0.73903198446341,0.117981117577283,6.26398528543613,3.75260901391368e-10,4.09802251526236e-09
"Tango2",52.6575791369233,-1.20589140391082,0.192540202579228,-6.26306292274004,3.77488205613535e-10,4.11954520039119e-09
"Prom1",15.6811298681185,3.27794326248083,0.523436296707462,6.26235376319882,3.79209441610744e-10,4.13551966736931e-09
"Nol11",76.5953051250298,-0.892744257706569,0.142618855296526,-6.25965098268682,3.85840018529706e-10,4.204975615781e-09
"C77080",12.0818503311724,3.04197566176158,0.486252210223394,6.255962642029,3.95071317154538e-10,4.29974636773069e-09
"Mapk7",83.4037248656105,1.10541899046692,0.176697060112957,6.25601235108414,3.94945482117119e-10,4.29974636773069e-09
"Cebpa",97.616847395891,2.02189314411192,0.323215698570333,6.25555365366,3.96108129741674e-10,4.3081117103387e-09
"Nrgn",102.835931568358,-1.01959682029801,0.163005126219257,-6.25499850186645,3.97519726997305e-10,4.31968299947598e-09
"Prm1",7.58179650925084,-6.59688517939084,1.05467073809106,-6.25492387447017,3.9770985783273e-10,4.31968299947598e-09
"Dgkg",23.0841289026665,2.79602574043169,0.447054913755107,6.25432280107613,3.99244473971647e-10,4.33342110127063e-09
"L1cam",46.2496284393203,1.72572249825154,0.275956045127773,6.25361367768731,4.01062388858657e-10,4.35021351426432e-09
"Osgin2",35.7770198672104,1.525147007748,0.244009602624885,6.250356507865,4.09516824115786e-10,4.43891920553035e-09
"Kcnab2",212.707810799415,1.06102965930265,0.169774343099647,6.24964667764839,4.11382243427025e-10,4.45613240621155e-09
"Mapk14",211.876457583037,0.940149882478103,0.15044367635527,6.24918178852498,4.12608454948664e-10,4.46640311340656e-09
"Ctdspl",24.6365946462381,2.5445158363211,0.407279078953967,6.24759769850268,4.16813568901689e-10,4.50888429012574e-09
"Rin2",17.3531533230849,-2.66521411655569,0.426732423573344,-6.24563302276844,4.22087131126665e-10,4.56285846192379e-09
"Dlgap4",236.904747117688,-0.59725680146637,0.09565805317243,-6.24366461221801,4.27436013203246e-10,4.61757371627233e-09
"Wdr81",111.523867677317,1.30694679417846,0.209340342568899,6.24316736153383,4.28797656528466e-10,4.62917039951161e-09
"Rasgrp1",101.681960181694,-1.25361427271051,0.200892191273132,-6.24023395218033,4.36916923676924e-10,4.71365578371129e-09
"Uros",50.6654957645819,-1.21094708546193,0.194077613503911,-6.23949905194772,4.38974415808446e-10,4.73267450707844e-09
"Mboat1",54.2854256821251,1.43923843474935,0.230735045818281,6.23762389300341,4.44267223412439e-10,4.7865249342035e-09
"Cdc25c",30.2260798827992,2.05331603684021,0.329217341952942,6.23696195546622,4.46150436830709e-10,4.80359290700302e-09
"Tacc3",177.379312170473,1.21129709268388,0.194224820932961,6.23657206563712,4.47263317980703e-10,4.8123495914548e-09
"Trim34a",76.8540170242914,-1.74605291990544,0.279992981287115,-6.23605960363334,4.48730184629746e-10,4.8249007268355e-09
"Card11",152.876437887207,-1.00141407659716,0.160686959514383,-6.23208055976394,4.60280654616473e-10,4.94578490686223e-09
"Mir451a",5.36850577620093,-6.92239870380523,1.11082669022332,-6.23175403033716,4.61241293088888e-10,4.95279420600261e-09
"Ptger3",12.5629687944196,2.92706851694734,0.469756828212815,6.23102920735255,4.63380695933704e-10,4.97244321942486e-09
"Mllt6",376.429854239207,-0.798446587179873,0.128193503099954,-6.22844814964855,4.71077939265398e-10,5.05166623254964e-09
"Camk4",21.81448737411,-1.75546199295011,0.281856650549964,-6.22820852204416,4.71798856050817e-10,5.05602189699822e-09
"Cdyl2",52.293932636246,-1.27347160102439,0.204534973513124,-6.22618019378813,4.77944343775293e-10,5.11846529227087e-09
"Smg7",168.734018931498,-1.03944345419179,0.166962048999789,-6.22562708363206,4.79633685272421e-10,5.13313492352843e-09
"Yif1a",121.708266962636,-0.844751816350013,0.13569233823019,-6.22549384414737,4.80041503320078e-10,5.13407903417692e-09
"Fnbp4",328.03011904601,-1.03034350848333,0.165520507069919,-6.22486921241783,4.8195788627631e-10,5.15114536602971e-09
"Cep41",14.2210429776491,-2.40149976328534,0.385999277762679,-6.22151361837995,4.92381411620586e-10,5.25905252411775e-09
"Trip13",38.9290920604246,1.47133781882731,0.236525385751032,6.22063384086835,4.95150478216115e-10,5.28511447313201e-09
"Tspan5",86.424093959988,0.921897596479509,0.148209984532779,6.22021248693686,4.96482050600747e-10,5.2958085397413e-09
"Cirbp",130.765138180846,-1.69408694421776,0.272424255010648,-6.21856135442692,5.01733758575062e-10,5.34827544641659e-09
"Mpeg1",182.978383284958,-2.09362559445038,0.337195289656472,-6.20894080870266,5.33429085763179e-10,5.68236394807672e-09
"Gapdh",902.281719474807,6.44287975267467,1.03782772050111,6.20804361398613,5.36482638086969e-10,5.71110477019819e-09
"Prr14",201.3642331759,0.701559102157547,0.113016470050084,6.20758285802635,5.38057417933002e-10,5.7240757362091e-09
"Pigr",13.2023835370393,-2.87812363066118,0.463739096062295,-6.20634243500264,5.42319410169518e-10,5.76559828256992e-09
"Nop16",149.249599161695,-0.912002451800847,0.146955358484575,-6.20598296792676,5.43560654363293e-10,5.77497245482272e-09
"Pcyt1a",194.429584163332,0.932462213603461,0.150289125980566,6.20445562857313,5.48865560598326e-10,5.82747942197721e-09
"Bud23",270.448416592218,-0.680472109733682,0.109680841070196,-6.20411097411422,5.50069616885528e-10,5.83640576330854e-09
"Cstb",1194.46316948058,0.989955610961064,0.159588266188979,6.20318545092027,5.53315716521392e-10,5.86697271960372e-09
"Trmt1l",132.61861666175,-0.811084049085362,0.130757770838653,-6.20295102832697,5.54140872322429e-10,5.87184628825033e-09
"Cep55",46.7038745808839,1.28091181772505,0.206647750372583,6.19852776241497,5.69937536758501e-10,6.03525154284019e-09
"Aoc2",19.5039670529643,-1.82027672880268,0.293736308655904,-6.19697557013638,5.75584306680918e-10,6.08702192397780e-09
"Spsb2",47.3871202558335,1.45599389521045,0.234951860071427,6.19698816075692,5.75538283992573e-10,6.08702192397780e-09
"Vps35l",118.372442152529,0.774523813640656,0.125015042456859,6.195444951418,5.81206036319051e-10,6.14243011015081e-09
"Gem",91.6593588278066,-1.06184804877309,0.171564801197234,-6.18919522747774,6.04721506468537e-10,6.38674969093398e-09
"Prelid2",15.5446649294764,-2.27860771921643,0.368225275343704,-6.18808069894052,6.09011511792184e-10,6.42783240829806e-09
"Blcap",69.9154185950761,1.41862430972919,0.229267819285145,6.18762944643713,6.1075689018945e-10,6.44202146027795e-09
"Dkc1",150.117261972419,-1.98235194091932,0.320498607947885,-6.18521232779164,6.20189360730765e-10,6.53721908843767e-09
"Fbxw7",88.9309579098801,-1.07651316406049,0.17417604439288,-6.18060404238056,6.38567952059013e-10,6.72652825041049e-09
"Skic8",125.030521269585,-0.8915483121481,0.144383752609166,-6.17485205943804,6.62254527158937e-10,6.97146574330352e-09
"Ankrd17",196.906264827896,-1.04697651209825,0.169564358137958,-6.17450815487079,6.63697559040579e-10,6.98208093544719e-09
"Kctd20",182.167825326198,0.940633166306732,0.152386351272685,6.17268645420568,6.71392770699793e-10,7.05841195583866e-09
"Armc8",38.9096847527542,-1.32958344559786,0.21556691069362,-6.16784571119806,6.922664110831e-10,7.27309851382533e-09
"Sct",7.74013731461728,-6.64178505401801,1.07689761606664,-6.16751764970666,6.93703718882992e-10,7.28343564714796e-09
"Entpd1",62.8834082596677,-1.0824648791351,0.175555223818268,-6.16595083639123,7.00608516528505e-10,7.34632846574015e-09
"Wdfy1",112.493369639197,-0.853162377883098,0.138366513422775,-6.16595993335675,7.00568234215949e-10,7.34632846574015e-09
"Tma16",54.8847532858112,1.44254617683632,0.234187761180755,6.15978465126923,7.28439335656495e-10,7.63316992040831e-09
"Rnd1",30.0418550564401,2.32799358052054,0.377992868942131,6.15882936372788,7.32846368282624e-10,7.67434423734816e-09
"Commd7",219.371146117205,0.645610560500451,0.104862894541322,6.15671123064455,7.42710932351667e-10,7.77257877348351e-09
"Nbdy",47.5890678995228,1.50560028005564,0.244799889522014,6.15033071704164,7.73215469358704e-10,8.08654511704311e-09
"Fzd5",20.6422573842084,-1.60759537566353,0.261409281586899,-6.14972569414724,7.76170658338715e-10,8.11217010771185e-09
"Elovl1",308.836572392862,0.822744454364485,0.133861611673732,6.14623150040809,7.9345455859298e-10,8.28742134540808e-09
"H2-T23",1014.11633875631,-1.06878550495766,0.174133156313254,-6.13774841957716,8.36992725409819e-10,8.73648547172407e-09
"Lamtor3",99.3837960862554,0.92003897894758,0.149945714498361,6.135813764505,8.47243652702442e-10,8.83774158247534e-09
"Prmt3",130.979654477529,-0.783260453298384,0.127679314164288,-6.13459164019746,8.53782175351631e-10,8.90016668711785e-09
"Tshz1",47.5359270908291,1.31460524768368,0.214298087059169,6.13447028727191,8.54434108794043e-10,8.90118646152237e-09
"Cdca7l",42.2198024263393,-1.52395520896074,0.248565062507019,-6.13101130782493,8.73221979350859e-10,9.09101612202994e-09
"Kif3a",19.8199549513089,1.88031781084213,0.306830150048361,6.12820418901389,8.88764810926495e-10,9.24683803285182e-09
"Flot2",133.316690047283,1.13661929854359,0.185557272246043,6.12543655543971,9.04353020915871e-10,9.40293005048062e-09
"Cct8",643.765530094035,-0.666396615056278,0.108847718453105,-6.12228372378226,9.22435782498378e-10,9.58474023936219e-09
"Isca1",76.3572703614847,-1.47502471681596,0.240936433124577,-6.12204927950145,9.23794411226755e-10,9.59265250287434e-09
"Wipi1",49.5561616345742,1.74414495069955,0.284967151506279,6.12051228178527,9.3274992901556e-10,9.67938944425449e-09
"Eny2",121.490766214246,-0.754726234182188,0.123319867802606,-6.12007008789738,9.35342074369997e-10,9.70002264859885e-09
"Thoc7",160.454596475225,-0.796338017246692,0.130136743462228,-6.11924039330083,9.40224722860176e-10,9.74436770840379e-09
"Psmb4",1090.67852888287,-0.629935644927083,0.102965864693815,-6.11790758811472,9.4812019323589e-10,9.81985995109048e-09
"Poc1b",62.5743207884782,1.15049842781324,0.1881321331436,6.1153743838915,9.63305385159671e-10,9.9707072855702e-09
"Trim14",36.7058310480625,-1.71919399327708,0.281197338422283,-6.11383451537267,9.72651692487853e-10,1.00609638043302e-08
"Timp3",16.3118734168799,4.55290885415664,0.74486282570269,6.11241251013099,9.81361119686616e-10,1.01445206091672e-08
"Mreg",137.015596546367,1.24494317026761,0.203711375500238,6.11130903814529,9.8817196899439e-10,1.02017959575359e-08
"Rasgrp2",240.885106348039,1.35727318505858,0.222089916980021,6.11136787979745,9.87807626048279e-10,1.02017959575359e-08
"B3galnt2",75.3949083081534,1.09345169079593,0.17902294662601,6.10788567278034,1.00959628185836e-09,1.04162843107082e-08
"Agpat2",130.116127340415,1.10913342777675,0.181781468054725,6.10146589553807,1.05100067406306e-09,1.08365050244859e-08
"Cct5",916.196887297262,-0.570991387021358,0.0935898241972059,-6.1009986066242,1.05407827313134e-09,1.08612657983206e-08
"Xdh",77.6451294882263,-1.73219367339096,0.284097340299365,-6.09718370318312,1.07953437138198e-09,1.11164359883847e-08
"Acap3",53.4125314832385,1.2282055177709,0.201481357552748,6.09587672372794,1.08839267651601e-09,1.12004740266196e-08
"Ftsj3",195.189833402575,-0.797797941266805,0.130890347371055,-6.095162533301,1.09326314355678e-09,1.12433925339924e-08
"Msantd3",17.8637789440809,2.87308625931272,0.471514645137084,6.09331287785859,1.10597598226072e-09,1.13668574402023e-08
"Cars2",87.6584995953365,0.94364432173639,0.154881664714742,6.09267935926682,1.11036325726347e-09,1.14046517676984e-08
"Tfam",32.2661655679938,-1.39995546958982,0.23018054481081,-6.08198868736049,1.1870094550445e-09,1.21841021634727e-08
"Tnfsf11",11.5462336417679,-2.48457580614745,0.408846451765895,-6.07703893580595,1.22422045760915e-09,1.25580315651554e-08
"Bach2",352.640494514318,-1.17691497812672,0.193708214219192,-6.07571022669679,1.23440143459104e-09,1.26543871380156e-08
"4930518I15Rik",12.8160515159438,-2.05543644260717,0.338517769866454,-6.07187162853532,1.26427982950609e-09,1.2952417845144e-08
"Prrg2",31.6981705365814,1.53806624935416,0.253351098944001,6.07088840650393,1.27204561769753e-09,1.30236716397024e-08
"Ces2g",11.9127881176432,-4.87609149893947,0.803385554282327,-6.06942889743061,1.28365907762421e-09,1.31342034541117e-08
"Tep1",142.740810078703,-0.966236490892232,0.159323109869059,-6.06463488998138,1.32253742469277e-09,1.35233871357509e-08
"Art3",16.356911531978,-4.5404260067258,0.748754059855142,-6.06397514239084,1.32797688317818e-09,1.35703693711033e-08
"Susd1",18.1105641178001,2.28755890449636,0.377731433175145,6.05604591936534,1.39508193317544e-09,1.42470414332678e-08
"Eefsec",83.0071270734674,-0.972859210173337,0.160680545209376,-6.0546173085587,1.40751872979972e-09,1.43649179641059e-08
"Ube2k",258.348745185462,0.769387300150667,0.127093374262397,6.05371684099117,1.41541321999976e-09,1.44363161689373e-08
"Cebpd",47.4967548639099,2.65252658651374,0.438330752997352,6.05142707504662,1.4356827387866e-09,1.46337611141295e-08
"A930007I19Rik",21.3466588969714,2.5675012520137,0.424389656022408,6.04986765247204,1.44964875465262e-09,1.47667454627392e-08
"Dmtn",16.774115396385,-6.27458903168554,1.03743184631679,-6.04819396470457,1.46478543881952e-09,1.49114786370069e-08
"Tlk2",148.367944942715,-0.865847992389377,0.143252082335762,-6.04422622185664,1.50128743476907e-09,1.52733890767133e-08
"Ociad1",387.007447884053,-0.537204801951664,0.0889146575704137,-6.04180251750099,1.52401932823804e-09,1.54948395498834e-08
"Sod2",1051.08724922341,1.05625006626986,0.174851382732206,6.04084480068171,1.53309390665407e-09,1.55772425784257e-08
"Ing1",140.151984615257,1.01967579717058,0.168801105033853,6.04069385070723,1.53452898680643e-09,1.5577531008318e-08
"Palm",43.5419308975312,2.61576064743158,0.43302722540375,6.04063784902362,1.53506172722656e-09,1.5577531008318e-08
"Ctrl",50.1602222941,-2.99497595356963,0.496015889613097,-6.03806453842795,1.55973686307584e-09,1.58179374800822e-08
"Pttg1ip",153.2169131755,0.81031381063753,0.13425553640673,6.03560815684103,1.58365115379983e-09,1.60503294224861e-08
"Kmt5c",118.514474884108,1.03958819342784,0.172580302385309,6.02379401970696,1.7037517108214e-09,1.72566629777018e-08
"Hjurp",158.646003871062,1.09063272822548,0.181065179317778,6.02342610729898,1.70763089626276e-09,1.72850552725678e-08
"Poc1a",74.0457619324831,1.78082517073408,0.2956979358214,6.02244708197657,1.71799548959498e-09,1.73790173456258e-08
"Cpne2",91.8584937073528,1.25374708858078,0.208197225517189,6.02192025117679,1.72359820284937e-09,1.74247209128837e-08
"Gpx4",164.882999383433,1.12138852518967,0.18629705840419,6.01935712133847,1.75111146483651e-09,1.76917324346753e-08
"Dym",85.0141152878251,1.20694523103549,0.200531538417452,6.01873022348712,1.75790560179208e-09,1.77492115570006e-08
"Mier1",210.057115393885,-0.802751687768525,0.13344094250561,-6.01578250794186,1.79019796032763e-09,1.80639070569743e-08
"Uqcrfs1",757.330060753367,-0.575707317092158,0.0957225269827802,-6.01433471554427,1.80626953908451e-09,1.82146352014147e-08
"Hnrnpc",720.203805237401,-0.724269054413919,0.120469931706731,-6.01203175060363,1.83212426367962e-09,1.84637667325906e-08
"Gm20658",9.64479503032354,4.34629923468302,0.723209089232074,6.00974088876297,1.85820072620784e-09,1.87148191008167e-08
"Abcc4",79.3213313926494,0.913771181459245,0.152054186357055,6.00951018417553,1.86084674928919e-09,1.87297256770561e-08
"Pglyrp1",364.466232604054,1.88814766416554,0.314345704651545,6.0065960381376,1.89458771275327e-09,1.90573932483836e-08
"Gpr155",27.3308236085871,-1.68669065552132,0.280943125988639,-6.00367298393887,1.92903036705312e-09,1.93917045158581e-08
"Cds1",9.25423136497205,-3.66108549359234,0.609894854126637,-6.0028142044828,1.93926487968686e-09,1.9482395889487e-08
"Lsm10",75.5738764364389,0.867090014983656,0.144490593770419,6.00101357712859,1.9608959165177e-09,1.96873950018377e-08
"Ddx27",200.817729433521,-0.920365055872763,0.153577527895955,-5.99283676773525,2.06211812120804e-09,2.06907342280362e-08
"Trpv2",145.422920519123,0.92826370888193,0.154910216061233,5.99226915102232,2.06933065688423e-09,2.07501421174709e-08
"Gzmc",12.4668896828677,-2.67391434853619,0.446235793549527,-5.99215568806543,2.07077534114969e-09,2.07516750344532e-08
"Oaz2",93.2810689195929,1.13106607874261,0.188794994001379,5.99097494467653,2.08586777082514e-09,2.08898876998348e-08
"Ptprcap",1159.5512306776,-0.792130638868665,0.132266305378966,-5.98890727762505,2.11255551348125e-09,2.11439824103195e-08
"Dnase1l3",16.387183932651,-2.53737881303171,0.423686956768492,-5.988805585106,2.11387662347014e-09,2.11440311827051e-08
"Ppif",176.001727494812,-0.845568912617774,0.141209986864594,-5.98802486561087,2.12404596599208e-09,2.12325291833832e-08
"Rogdi",257.058054343569,0.857269084522568,0.143167316018588,5.98788262826177,2.12590381864239e-09,2.12378849145966e-08
"Il1rl2",13.1251177233982,3.0529337324259,0.509927789638633,5.98699226529585,2.13756943769573e-09,2.13411531678958e-08
"Sf3b5",467.336706958658,-0.521135466891864,0.0870526396042051,-5.98644072438546,2.14482703241665e-09,2.14003114588454e-08
"Nsd3",277.205509104784,-0.752354618831806,0.125705364503801,-5.98506373854121,2.16305139472351e-09,2.15687508409923e-08
"Alkbh6",139.200741380707,-0.765990491434007,0.127996434363703,-5.98446742084577,2.17099036652087e-09,2.16344846450318e-08
"Rab27a",124.469694002267,1.1099805408756,0.185556503847813,5.98190048776717,2.2054900708646e-09,2.19646574695406e-08
"Slc12a7",58.3410937477842,1.88120073006405,0.314687782603891,5.97799099316157,2.25906221317128e-09,2.24842474550083e-08
"Fastkd2",35.353356545212,-2.00738759127569,0.335809622932986,-5.97775481757496,2.26233883378022e-09,2.25029170438671e-08
"Phb",130.294299631489,-1.05704948753287,0.176875286021868,-5.97624185553078,2.28343924620894e-09,2.2698742605879e-08
"Snrpf",611.202418060798,-0.580682060021596,0.097173744223486,-5.97570943326119,2.29091013578424e-09,2.27589241937156e-08
"Med28",356.36340378467,-0.705248011591475,0.11803184631784,-5.97506548946427,2.29997769931587e-09,2.28348836599569e-08
"Micu2",100.665985439887,-0.824105799607548,0.137939323811059,-5.97440799939226,2.30927207927504e-09,2.29129998032578e-08
"Klf1",26.5125396851403,-3.15064699779698,0.527516454797521,-5.97260420815936,2.33495900897839e-09,2.31535688396475e-08
"Tbc1d9b",128.956768168954,1.04719772306052,0.175411059631819,5.96996406759384,2.37305844891309e-09,2.35168481945341e-08
"Tsr1",130.061285419968,-1.33795894088914,0.224128203000953,-5.96961436791359,2.37815010154173e-09,2.35527763447388e-08
"Traf4",77.1818629866749,-0.967469850401365,0.16209497073141,-5.96853712385966,2.3939018206097e-09,2.36941705768787e-08
"Prr12",95.3109803081521,0.951506204650513,0.159585351001321,5.96236558481259,2.48612142058935e-09,2.45917823278e-08
"Fut7",31.9871634544396,2.34762546962652,0.393870822627034,5.96039446123063,2.51629775271011e-09,2.48749582150985e-08
"Nat10",86.7781866516265,-1.04035117868974,0.17475982176098,-5.95303410249885,2.63216423043495e-09,2.60043580551703e-08
"Gm16675",6.48963298981746,-4.29853035882493,0.722231991930532,-5.95173075528671,2.65321599460958e-09,2.61640649093974e-08
"Iigp1c",5.85565176966747,-4.16931788455348,0.700517231783291,-5.95177062802544,2.65256954245445e-09,2.61640649093974e-08
"Tbc1d2",43.4210008043726,1.38551609540694,0.232785830320499,5.95189188920719,2.65060449124253e-09,2.61640649093974e-08
"E2f8",76.1436779574657,1.31969194436188,0.221763103376762,5.95090853377806,2.66658083294142e-09,2.62797266873442e-08
"Mthfr",80.8519944322072,-0.961615538664625,0.161648240055484,-5.94881539282184,2.70090047553939e-09,2.66016341134671e-08
"Fuca2",136.637810182966,1.11288970876519,0.187127084504853,5.94724014276155,2.72701195134478e-09,2.68423529328447e-08
"Fcgr4",56.8591446374084,-2.12460808026554,0.357259787827112,-5.94695555631271,2.73175542627654e-09,2.6872577567487e-08
"Eftud2",302.248735071477,-0.623582781988085,0.104937298862271,-5.94243218330338,2.80823847365653e-09,2.76080433542341e-08
"Rabac1",467.833944933236,1.0488194795734,0.176583459649852,5.93951144491741,2.85872720060136e-09,2.80872133030337e-08
"Cfap298",76.0257824487468,-1.09946505757822,0.185245583261186,-5.93517555572719,2.9353124201963e-09,2.8822040781194e-08
"Tkt",1236.0329720064,1.00001193092683,0.16849428872699,5.93499007285131,2.93863279547622e-09,2.88370172428405e-08
"Pea15a",79.6039280776396,0.965391412037181,0.162678365514016,5.93435647688508,2.95000256244224e-09,2.8930916460972e-08
"Akt1s1",126.783074829554,0.929513684975406,0.156685831639679,5.93234037339733,2.98646691686568e-09,2.92706556147225e-08
"Stmp1",381.188034426086,-0.575447797932572,0.0970216272297069,-5.93112911382274,3.00858507328665e-09,2.94694576934615e-08
"Slc35d3",11.1232078486627,2.66676189057906,0.449737101357225,5.92960172183096,3.03670342676057e-09,2.97267543250956e-08
"H2az2",455.973348480021,0.542593563084128,0.0915418585529044,5.92727274343626,3.08007168970953e-09,3.01329303431753e-08
"Gata3",29.5410174794113,-1.64692271703951,0.278067832534046,-5.92273727612079,3.16626474918408e-09,3.09573201040128e-08
"Hdac5",157.619121259829,0.8135250202555,0.137362028006503,5.9224884202859,3.17106141747509e-09,3.09853592520193e-08
"Gmeb2",91.5596204302169,-0.855991101626005,0.144615793355397,-5.91907067523659,3.23765823717014e-09,3.16168643902135e-08
"Hsdl2",145.596056774554,-0.766798626267194,0.129586046631144,-5.91729315155219,3.27283063388754e-09,3.19409181669316e-08
"Apba3",40.2831984939001,1.60872650918539,0.271941385939795,5.91571048895643,3.30446011887172e-09,3.22300226773257e-08
"Dnaja1",270.61022016361,-1.20006463131998,0.202908103611426,-5.91432579557359,3.3323771271506e-09,3.24825886957205e-08
"Cers6",93.4208893756499,-0.968446445148236,0.163803499588713,-5.91224514482208,3.37475764581933e-09,3.287574701179e-08
"Arfgap3",72.6541290168655,0.919147195560356,0.155478393819474,5.91173585590018,3.38521096147903e-09,3.2957593263757e-08
"Pvr",71.0589913258024,1.0164290688178,0.171939071280926,5.91156542399307,3.38871616451811e-09,3.29717362003749e-08
"Pcbp4",31.6625586414687,1.91510858031108,0.32398862568303,5.91103646393039,3.39961758509742e-09,3.30577826192524e-08
"Pgp",93.0381636179651,0.855065636340492,0.144667668326656,5.91055103210603,3.40965196339613e-09,3.31352989352664e-08
"Itpripl2",43.0557139597855,1.91051191582937,0.323393249322257,5.9077049995115,3.46906507464652e-09,3.36922982824194e-08
"Trim3",18.8461896753367,1.90424865161685,0.322599140350381,5.90283238060898,3.57313264433023e-09,3.46820560716138e-08
"Pet100",265.134632622604,-1.16192177178122,0.196862704355663,-5.90219348852401,3.5870012245887e-09,3.47956447293435e-08
"Knl1",27.468175375408,1.71907941964025,0.291379840075923,5.89978846577825,3.63967905756916e-09,3.52853375864761e-08
"Ccnt2",49.7549884664004,-1.09005009411934,0.184836098705939,-5.89738747869554,3.69301937690401e-09,3.57808584261677e-08
"Rab27b",13.2170848848604,3.76644291259476,0.638855941178951,5.89560598848644,3.7330879492632e-09,3.6147272342956e-08
"Eaf1",68.9398153764147,1.1646948066422,0.197574512501593,5.89496485095872,3.74761145873236e-09,3.62660424536606e-08
"Gba",213.277014275002,0.849664017466426,0.144220881922581,5.89140772223632,3.82919468199199e-09,3.70332229810472e-08
"Arid5a",289.45269613724,-0.729959935996358,0.124027097002663,-5.88548755584183,3.96882249667639e-09,3.83605081748553e-08
"Tnfaip8l2",233.737794056046,1.01149167100728,0.171907778257999,5.88392032784717,4.00660764541026e-09,3.87024324809804e-08
"Nhsl2",48.2320919041332,1.50913923446723,0.25659491077286,5.88140750696,4.06792248681984e-09,3.927109785353e-08
"Rab11fip4",40.3402538391178,1.75378648099063,0.298268148081217,5.87989864916144,4.10517764081196e-09,3.96069511243263e-08
"Nrg1",43.2105325419654,1.54571959717551,0.262976644593596,5.87778279536672,4.15797995621901e-09,4.00923109343951e-08
"Micall2",25.8549135371214,1.96604893597664,0.334682864256517,5.87436390071576,4.24470035318526e-09,4.09039390963215e-08
"Gm39556",15.8035937058686,-1.93910684436872,0.330135276118684,-5.87367356547382,4.26242310397748e-09,4.10500987663634e-08
"Mocs1",60.4374617741389,1.63301927005205,0.278251967916981,5.86885074803597,4.38826238614673e-09,4.22366968071067e-08
"Acta2",15.3315202124449,2.741873712129,0.467247133543832,5.86814453270859,4.40699016290605e-09,4.23739499363489e-08
"Rbx1",417.50637926434,-0.525841703872817,0.0896099994706859,-5.86811412765196,4.40779820366279e-09,4.23739499363489e-08
"Ythdf1",182.434924470344,-0.808198412312901,0.137742008181214,-5.86747952193082,4.42469634899492e-09,4.25109582238364e-08
"Slc46a3",26.32430661018,-1.80448686603574,0.307550322513566,-5.86728978623048,4.42976082140744e-09,4.25341768291029e-08
"Plppr3",30.3214500132352,2.20534295140677,0.37588473155028,5.86707244614903,4.43556904903259e-09,4.25645049006329e-08
"Aldh1a1",11.3658872601237,-3.55995545411136,0.607020221527973,-5.864640629517,4.50106477042762e-09,4.31672265505369e-08
"Slc7a5",231.648462232209,1.11868457102949,0.190814885629893,5.86266929509527,4.55484822134474e-09,4.36569700642494e-08
"Ikbke",215.748582162427,1.27900461727011,0.21817812827862,5.86220363773947,4.56764366215913e-09,4.37535049427098e-08
"Skil",133.80815312929,-0.863011247062599,0.147250335053881,-5.86084402963708,4.60520377750565e-09,4.40870044587907e-08
"Pkm",424.330366205483,1.72484438402082,0.294561305937956,5.85563802593993,4.75182179099527e-09,4.54635290354663e-08
"Nop14",205.39893607514,-0.60258705957287,0.102937691967061,-5.85390101582707,4.80174474543911e-09,4.59138259468654e-08
"Dhcr7",56.1989577970228,1.45876777342932,0.24941403533951,5.84877980681242,4.95192091194903e-09,4.73216285125219e-08
"Ccr9",50.4801970732287,-2.75659180507511,0.471448673066906,-5.84706663218014,5.00317132681792e-09,4.77829632544608e-08
"Tcirg1",240.896345620099,1.34686891029758,0.23038338683032,5.84620674619028,5.02908937975551e-09,4.80019559099183e-08
"Xpot",179.890670690456,0.742516081689521,0.127028130192431,5.8452886031205,5.05690758470121e-09,4.82388143946795e-08
"Ttll1",13.6091461547937,2.81727373996492,0.482499403633617,5.83891652248382,5.25413853983058e-09,5.00904934740881e-08
"Cct7",928.554335624976,-0.462854602538334,0.0792983096992523,-5.83687854500004,5.31878376775531e-09,5.06767155665607e-08
"G3bp2",252.549018120561,-0.887906549939096,0.152189315444238,-5.83422395552086,5.40414952174301e-09,5.14299457769324e-08
"Pgm1",85.8849307598115,1.21397984571909,0.20807916369636,5.83422109236556,5.40424231022547e-09,5.14299457769324e-08
"H2-Ob",586.007187602487,-1.01769481727303,0.174453281400049,-5.83362381667843,5.42363260919635e-09,5.15692187778985e-08
"Traj27",13.9245558534864,-2.04271352166129,0.350165096348434,-5.83357262891979,5.42529754324256e-09,5.15692187778985e-08
"Tmed3",217.156325935166,1.23080804952235,0.210993963899925,5.83338038099575,5.43155504483838e-09,5.15981669073233e-08
"Plscr3",105.184592172973,-1.06157231546579,0.182116128117434,-5.82909556907148,5.57285828632260e-09,5.29092172053701e-08
"Xpnpep1",218.310474185475,0.593423543386568,0.101807248201936,5.82889287223936,5.57963060739226e-09,5.29422244992021e-08
