gene_name	Caco2	HCT115	HCT16	SFM	SW1417	SW403	SW480	SW620
RNU5F-7P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNORD115-39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-640P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC129915.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG4	2.128	1.816	2.196	1.408	2.12	2.337	0.722	1.707
RNU6-288P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFYVE9	1.052	2.514	0.929	0.333	0.709	1.272	2.96	0.074
FAM153C	0.0	0.86	0.579	1.135	0.216	0.067	0.42	0.167
RF00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AKT1S1	8.87	8.69	14.031	6.872	7.461	9.057	13.818	7.18
IL31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGKV1OR2-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DIABLO	1.527	1.985	0.831	2.067	3.406	4.088	2.098	1.669
AL683807.1	0.48	0.374	0.0	0.145	0.0	2.315	0.67	3.036
CDRT15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RN7SL60P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZSWIM5	0.0	1.008	0.869	0.293	0.628	0.0	0.0	0.076
NKX2-1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLHL21	419.262	363.351	1009.817	414.055	549.366	414.813	474.046	439.363
AIRN	0.24	0.624	1.253	5.138	0.734	0.067	0.0	0.2
GMEB1	238.94	225.815	210.981	183.28	200.11	292.108	192.348	246.364
AC104581.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL033543.1	3.367	4.524	4.023	4.33	3.595	4.76	5.946	2.541
AC079316.2	1.21	1.314	0.349	3.587	0.395	2.442	3.058	2.306
POU4F3	0.362	0.551	0.0	2.002	0.48	0.0	0.36	0.137
AL137784.3	0.0	0.0	0.0	0.958	0.08	0.302	0.0	0.0
AC010723.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC020904.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC092451.3	0.817	0.456	0.42	1.437	0.745	0.468	0.866	0.046
AL662907.2	0.475	0.501	0.229	0.802	0.36	0.468	0.084	0.241
RF00019	0.0	0.0	0.096	0.0	0.0	0.202	0.0	0.046
CYBA	738.55	543.709	326.62	304.987	751.698	716.072	438.21	645.66
ARF5	2.432	1.95	1.714	0.363	1.112	1.708	0.806	1.921
CAHM	13.585	12.62	9.704	12.638	17.03	11.333	8.514	11.533
PIFO	1.563	0.0	0.216	0.285	0.0	0.202	0.24	0.0
TMEM268	7.4	10.059	13.697	8.247	22.288	10.673	11.392	11.709
LATS2-AS1	0.123	0.702	0.0	0.333	1.075	0.67	0.0	0.84
TUBB8P2	0.0	0.091	0.0	1.173	0.329	0.0	0.0	0.0
AC005304.1	0.0	0.0	0.216	0.0	0.0	0.0	0.0	0.0
SEPT14P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCNIP2-AS1	0.0	0.552	0.0	0.0	0.0	0.0	0.0	0.0
LINC02528	0.0	0.164	0.0	0.0	0.903	0.2	0.0	0.0
AL513303.1	0.0	0.075	0.0	0.0	0.245	0.0	0.0	0.0
BX005266.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GTF2IP14	0.0	0.0	0.153	0.718	0.0	0.135	0.084	0.0
PPIAP37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR1297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC022726.2	0.0	0.091	0.381	0.0	0.0	0.067	0.0	0.0
HYMAI	4.495	2.161	5.63	5.318	3.52	0.202	4.004	3.911
RARRES2P11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC159	89.89	98.107	71.881	62.292	70.48	78.587	58.826	90.181
CNTNAP3B	1.798	2.218	2.39	2.403	4.726	1.482	2.854	3.121
SUMO2P12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCBP1-AS1	513.92	420.357	216.95	233.992	477.708	421.828	302.462	415.973
FAM90A5P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR13P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM216B	0.0	0.368	0.0	0.0	0.322	0.668	0.0	0.0
TPM3P7	0.0	0.091	0.0	0.0	0.08	0.0	0.0	0.226
POTEG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEPT4-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15
MRGPRX4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR27	0.363	0.505	0.216	0.0	0.0	0.202	0.722	0.076
AL031600.2	0.233	0.599	0.91	0.512	0.32	0.0	0.0	0.166
NFE2L3	6.963	5.474	13.61	2.498	5.326	7.347	12.386	5.737
AL023803.1	0.113	0.0	0.0	0.0	0.0	0.0	0.0	0.076
AC004808.1	0.0	0.0	0.0	0.0	0.411	0.0	0.0	0.0
ACKR4	0.227	1.963	1.391	3.092	4.529	0.82	2.502	0.046
REXO1L4P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC021087.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC090502.1	0.113	0.385	0.153	0.527	0.608	0.0	0.0	0.291
RPS27AP19	0.113	0.0	0.0	0.0	0.132	0.067	0.0	0.2
AC084116.1	0.0	0.072	0.181	0.0	0.0	0.095	0.0	0.0
AC084871.1	0.0	0.0	0.0	0.078	0.0	0.503	0.0	0.046
CAT	740.018	675.924	291.897	1024.847	459.419	534.372	955.442	452.717
CITED1	0.0	0.0	0.0	1.01	0.16	0.0	0.084	0.0
HAUS1P3	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0
AC090192.2	0.0	0.206	0.096	0.0	0.38	0.738	0.708	1.066
NRBF2P4	0.0	0.184	0.0	0.0	0.0	0.0	0.36	0.0
HIGD1AP6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC108860.2	7.952	11.317	14.893	19.65	13.427	9.702	13.556	8.397
LGALS9DP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TTLL10-AS1	0.452	0.18	0.0	0.0	0.322	0.0	0.18	0.62
AC105052.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPDYE2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUX4L15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMSB15B	0.777	0.539	0.401	0.85	0.816	0.565	1.392	0.203
TTC4P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EIF1P6	0.24	0.31	0.669	0.767	0.312	0.133	0.0	0.453
AC108941.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL355602.1	0.458	0.184	0.0	0.0	0.082	0.133	0.336	0.046
AC006511.5	0.0	0.0	0.639	0.0	0.0	0.067	0.084	0.0
AL136985.2	0.0	0.0	0.363	0.0	0.0	1.303	0.0	0.137
AC012485.3	4.595	3.886	3.637	7.287	5.624	7.342	3.484	2.09
CD300H	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02606	7.225	6.525	8.651	10.888	8.691	8.075	10.846	4.674
Z98259.3	0.243	0.18	0.0	0.0	0.0	0.273	0.626	0.0
AL645933.2	67.675	51.43	54.629	60.91	85.836	67.1	80.192	55.209
AL445648.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF11A	0.0	1.089	0.0	0.572	2.434	0.067	0.806	1.013
AC103810.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL136304.1	0.722	0.511	0.0	0.288	0.228	0.402	0.166	0.184
CALCR	1.323	1.693	0.133	0.0	0.16	0.0	1.804	0.0
RPS2P32	0.925	1.761	2.329	0.512	1.068	0.86	0.936	1.671
AC008406.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245047.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNF	104.772	109.528	151.39	11.618	112.489	135.687	70.76	172.581
AL360270.1	1.08	0.998	2.1	1.137	2.51	3.693	0.824	0.604
AC073188.4	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0
COL4A2-AS1	0.0	0.0	0.716	0.0	0.082	0.0	0.24	0.0
DUX4L50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CALHM5	0.233	0.131	0.803	1.207	0.082	0.067	1.006	0.137
ADAMTSL1	0.227	0.072	0.0	0.293	1.055	0.0	0.18	0.0
APOL5	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0
IMPDH2	32.213	28.434	59.28	17.752	35.261	51.362	58.588	36.007
GALR3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALS2CL	2.687	1.811	5.566	2.162	1.082	2.112	2.262	2.007
RNU6-109P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-720P	0.0	0.0	0.0	0.0	0.0	0.335	0.584	0.0
RF00019	0.0	0.0	0.0	0.333	0.0	0.0	0.0	0.0
RF01169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02366	0.0	0.184	0.0	0.0	0.165	0.0	0.0	0.0
AC084880.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Z95114.3	0.0	0.222	0.0	0.333	0.16	0.202	0.0	0.0
FAM222A	10.235	10.619	13.899	2.19	17.519	7.673	9.684	13.944
AC011472.5	0.227	0.164	0.0	0.587	0.302	0.135	0.166	0.15
CDH2	0.362	0.0	0.096	0.155	0.213	0.133	0.0	0.0
BCLAF1P2	0.0	0.135	0.0	0.0	0.411	0.0	0.18	0.333
AC111170.3	2.163	1.944	0.357	0.603	0.0	0.0	0.0	1.577
AC073343.1	0.0	0.15	0.153	0.0	0.16	0.133	0.0	0.0
AC104985.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NUDT16	31.272	46.91	24.704	56.562	30.654	32.848	28.6	29.389
MIR6784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TLK1	60.33	106.375	103.999	96.932	79.664	52.213	108.81	70.287
LRBA	13.978	20.776	13.231	22.147	16.94	19.965	19.458	16.607
AL021937.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL157762.1	6.385	8.104	9.283	7.753	9.055	4.907	14.018	4.91
AC109466.1	5.11	3.121	2.984	3.703	2.521	2.09	4.068	1.077
AC055764.2	0.675	0.0	0.907	0.233	0.17	0.497	0.0	0.166
RPL29P23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR3118-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CELSR1	0.24	0.642	0.73	0.0	0.0	0.0	0.084	0.609
LAMP3	3.632	4.641	6.054	3.683	32.455	4.013	5.682	5.154
AL355802.1	0.342	0.224	0.453	0.372	0.822	0.202	0.0	0.447
UGT2B25P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM74A1	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0
CXorf49B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBXN2B	240.075	216.592	136.34	196.18	221.954	358.385	323.33	305.511
CXorf49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00588	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0
ELFN1-AS1	0.0	3.955	17.71	0.0	0.341	8.087	16.968	0.0
AC016542.2	15.997	20.224	13.087	26.845	18.318	24.927	17.442	17.227
AC103706.2	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0
YAP1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC113208.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP5MDP1	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0
OR55B1P	0.12	0.044	0.803	0.293	0.242	0.0	0.0	0.0
CCDC14	10.59	20.25	8.517	17.367	10.389	6.815	15.078	9.383
AC112484.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS6P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ELOCP9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAB3-AS1	0.205	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSL24D1P11	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0
AC096632.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL3P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-486P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PARP8	29.567	41.752	17.419	50.248	33.806	24.465	33.278	28.67
RNA5SP264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NAPSB	0.0	0.0	0.0	0.078	0.058	0.0	0.0	0.0
NAPSA	0.462	0.145	0.0	0.0	0.138	0.0	0.0	0.166
GPR119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAF3	109.007	140.722	107.244	118.8	118.162	111.772	129.64	160.043
AL354796.1	0.0	0.091	0.216	0.0	0.0	0.0	0.166	0.076
AC233702.1	0.0	0.0	0.0	2.347	0.411	0.0	0.542	0.0
LRRC4B	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0
NR1H2	560.7	446.154	349.84	423.443	574.189	402.083	424.07	474.491
ALS2	37.405	64.024	64.689	79.263	67.01	31.057	51.514	39.674
MAGEB2	0.0	0.0	19.574	0.0	0.0	0.0	0.0	0.0
AC105402.1	0.0	0.264	0.0	0.293	0.0	0.0	0.0	0.0
PPARG	0.485	0.658	11.717	0.438	1.271	1.425	0.722	1.77
RF00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADSS	117.62	117.055	52.92	210.155	115.375	67.777	98.462	112.414
NSMAF	430.658	362.91	1939.397	711.322	855.265	175.903	283.7	420.109
CSN3	0.0	0.0	0.0	0.0	0.654	0.0	0.18	0.0
NETO2	4.118	2.675	5.633	2.428	3.689	5.27	5.846	1.324
TRIM8	325.11	265.106	381.59	275.213	366.196	389.408	339.046	363.119
TMEM126B	143.683	134.185	197.843	120.238	202.39	117.117	87.714	150.653
TMEM126A	24.238	23.618	21.551	14.383	21.091	14.763	11.33	22.08
SMR3B	0.0	0.184	0.133	0.0	0.0	0.0	1.804	0.0
VN1R66P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MEIS3P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU4-21P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RTP5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-862P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RF00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RF00019	0.0	0.0	0.0	4.988	0.16	0.0	1.424	0.0
AC110792.3	3.455	2.28	1.32	1.272	3.342	2.557	0.444	1.271
GABPA	46.787	44.014	51.157	40.203	44.115	33.79	50.122	53.549
AC114954.1	0.362	0.161	0.286	0.0	0.466	0.637	0.36	0.167
VCY1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02383	0.0	0.0	0.0	0.078	0.246	0.0	0.0	0.0
AC016553.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADH1C	0.348	0.0	0.0	0.0	0.058	0.0	0.0	0.113
VCY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC079944.1	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0
PFKL	60.648	75.854	36.596	57.485	57.641	57.9	68.578	69.261
AC126182.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS15AP29	0.828	0.685	0.954	0.333	1.159	1.842	0.0	0.38
DEFB133	0.0	0.074	0.133	0.0	0.08	0.0	0.0	0.159
ATP5PF	1125.043	928.425	905.353	752.49	814.865	963.023	648.83	929.473
AL445529.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046
ARHGEF25	0.0	0.0	0.216	0.0	0.0	0.267	2.254	0.0
LBX2-AS1	2.355	4.055	12.33	9.383	7.812	2.672	2.172	2.054
PRDM15	8.34	20.145	11.656	16.97	12.664	12.397	13.424	11.457
AC083873.1	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0
AC004704.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091
OR1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.203
USP17L21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR8I2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE1D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FRMD3	3.932	3.965	1.753	6.675	5.062	4.048	3.732	2.177
AC097375.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC112240.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR4751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL390728.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC016394.1	0.85	0.044	0.671	0.0	0.0	0.207	0.574	0.184
AC063944.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR10AH1P	0.0	0.0	0.0	0.293	0.0	0.0	0.0	0.113
AL359091.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL451049.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TUBAP2	0.547	0.735	0.483	0.0	0.978	0.945	0.794	0.383
RNU6-757P	0.0	0.0	0.0	0.333	0.08	0.0	0.0	0.0
RNU6-892P	0.113	2.211	2.813	6.745	1.826	1.272	3.218	3.564
HMCN2	0.815	0.65	0.277	1.393	1.375	0.412	1.03	0.527
LRSAM1	73.075	79.899	59.836	83.517	60.887	55.85	64.952	68.981
GPR107	116.707	96.381	136.58	103.773	97.635	106.818	91.602	142.14
RNA5SP425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113
AC139769.1	0.0	0.0	0.0	0.388	0.912	0.0	0.18	0.0
STIM2	77.41	80.669	77.756	73.395	87.116	80.053	84.52	98.827
MAP2K3	163.375	124.928	102.637	121.348	145.106	161.912	150.668	162.306
SNHG26	1.09	1.606	3.49	4.803	2.611	0.228	0.752	7.481
AC005066.1	0.0	0.0	0.0	0.857	0.0	0.0	0.0	0.0
RF00017	0.12	0.32	0.181	0.0	0.138	0.295	0.166	0.076
AC068722.2	3.92	2.205	2.279	1.552	3.631	4.653	1.822	7.204
AC025162.2	0.465	0.985	0.457	0.0	0.485	0.468	1.322	0.377
AC009163.5	0.0	2.155	0.0	0.0	0.0	0.0	0.0	0.0
GOLGA6L1	0.0	0.089	0.0	0.0	0.08	0.0	0.518	0.091
SH3D19	1.825	4.31	2.781	0.593	1.042	5.192	10.022	1.439
RF02120	0.0	0.0	0.133	0.0	0.0	0.0	0.0	0.0
TMEM125	0.602	3.267	4.724	0.0	0.0	0.0	1.002	0.35
AC003686.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTRH2	27.67	14.821	46.151	20.375	20.72	19.257	18.266	21.029
AFAP1-AS1	1.38	4.815	0.553	1.968	1.182	0.747	3.052	0.47
BCAS3	14.487	21.656	8.161	17.845	8.36	8.522	19.798	12.133
AC010735.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP000919.4	0.123	0.208	0.717	0.388	0.0	0.605	0.0	0.401
C17orf64	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0
AC016542.1	0.347	0.175	0.0	0.0	0.148	0.0	0.084	1.014
BCAT1	5.595	9.513	22.547	5.845	11.77	6.028	10.676	10.5
AP003419.3	0.348	0.184	0.0	0.0	0.0	0.678	0.0	0.113
AL512652.1	0.0	0.0	0.0	0.0	0.09	0.27	0.0	0.151
AC131055.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC089984.2	0.0	0.0	0.0	0.0	0.0	0.207	0.0	0.0
ARFGEF1	153.013	167.419	172.126	211.258	134.866	126.672	178.966	189.884
AC023509.5	0.123	0.288	0.0	0.0	0.0	0.133	0.0	0.0
C17orf98	0.0	0.831	0.803	0.0	0.239	0.335	0.336	0.0
LINC01303	94.263	31.809	117.199	11.355	13.828	326.085	98.742	84.931
AC079779.2	1.172	1.947	1.607	1.0	1.582	0.677	0.334	1.844
PA2G4P6	1.92	3.255	1.583	1.143	0.568	3.457	2.028	0.701
FAM53B-AS1	0.0	0.0	0.286	0.587	0.082	0.273	0.36	0.187
PARP15	0.838	3.131	2.203	4.703	6.107	3.422	2.478	3.664
AC245056.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBE2FP3	0.12	0.0	0.0	0.0	0.082	0.0	0.0	0.0
AL078581.1	7.878	5.83	6.004	9.743	10.711	10.45	5.046	8.67
CKS1B	62.27	78.143	178.233	64.557	103.72	77.51	151.212	56.947
RNFT1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CA11	17.927	16.575	31.43	7.568	12.146	25.873	18.36	20.797
ABCD2	0.24	0.135	0.98	0.853	0.745	0.0	0.336	0.091
AP002856.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TLR8-AS1	0.0	0.218	0.0	0.0	0.082	0.267	0.0	0.159
AC018878.1	0.0	0.0	0.533	0.0	0.246	0.823	0.0	0.0
NEURL1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EIF4A1P7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB9AP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01664	0.0	0.0	0.0	0.285	0.171	0.067	0.0	0.0
AP000317.2	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.0
AL157871.5	8.557	8.499	8.494	6.057	11.315	8.705	8.802	6.733
RALGPS2	143.19	151.241	114.294	110.498	127.365	96.285	147.18	113.031
AL157687.1	0.0	0.0	0.153	0.0	0.0	0.0	0.36	0.0
AC009779.4	0.115	0.306	0.437	0.0	0.0	0.067	0.18	0.137
ANGPTL1	0.0	0.352	0.0	0.078	0.298	0.0	1.444	0.113
AL121821.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL049775.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL390816.2	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0
CEP104	57.667	73.119	71.719	79.743	67.681	58.068	68.352	61.336
FAM20B	28.217	31.486	23.22	30.832	18.048	33.988	23.904	26.48
AL355075.3	0.113	0.264	0.0	0.0	0.436	0.742	0.0	0.0
AC091078.3	0.0	0.345	0.401	0.0	0.162	0.0	0.662	0.0
AC010768.2	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.0
RPL13AP5	0.338	0.089	0.216	0.0	0.0	0.0	0.0	0.046
AC022929.2	6.765	9.94	12.684	13.928	12.991	8.535	13.806	10.033
MIR6069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010133.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RF00019	0.12	0.0	0.0	0.0	0.0	0.067	0.0	0.0
AC090159.1	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0
IGKV1OR2-118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC092801.1	0.0	0.0	0.0	0.145	0.0	0.0	0.0	0.0
TBL1X	387.712	535.231	417.637	549.895	275.988	448.737	506.598	390.831
STS	2.528	3.361	2.299	0.903	4.281	0.862	2.812	0.601
AC069304.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATG4A	29.71	38.276	39.164	35.53	36.045	20.133	24.96	31.77
AC024085.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VSIG1	3.962	6.562	8.857	6.497	5.52	3.497	4.192	4.103
PSMD10	74.402	54.522	57.247	47.18	64.155	53.367	55.318	54.756
AC073137.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BX276092.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFIT1	22.152	37.609	77.784	52.945	8289.55	43.112	30.778	19.707
LINC01230	0.0	0.0	0.0	0.293	0.0	0.067	0.0	0.0
AC115115.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASNSP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01996	1.882	0.872	0.453	3.698	1.999	0.808	2.248	0.831
HBD	2.89	1.636	0.191	1.783	4.275	0.802	0.346	0.661
DSCR4-IT1	0.0	0.0	0.0	0.0	0.082	0.0	0.24	0.0
AC107399.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007394.1	0.0	0.0	0.0	0.0	0.165	0.0	0.0	0.0
EBLN1	0.238	0.411	0.0	0.145	0.411	0.0	0.574	0.309
EEF1A1P41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRPP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC125634.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSPY15P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRBV12-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC120498.9	1.198	0.614	0.95	2.208	1.461	0.523	0.922	1.034
SDR42E1P5	0.0	0.0	0.0	0.333	0.0	0.0	0.542	0.0
AL391650.1	0.0	0.0	0.0	0.0	0.0	0.0	0.434	0.0
RPS15AP27	0.0	0.0	0.096	0.0	0.08	0.0	0.18	0.0
LINC01829	0.24	0.0	0.0	0.0	0.082	0.0	0.0	0.0
CDHR5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNA5SP527	0.0	0.0	0.0	0.285	0.329	0.0	0.0	0.0
CXorf58	0.0	0.0	0.0	0.587	0.285	0.0	0.36	0.0
GSTM3P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGM5-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC017002.1	0.0	0.131	0.0	0.0	0.132	0.0	0.0	0.0
Z99289.2	0.0	0.0	0.0	0.0	0.0	0.402	0.0	0.0
AL021918.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPA1P67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010900.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL390066.1	15.053	8.364	20.966	11.213	11.418	13.653	10.86	22.724
AC008638.3	0.0	0.0	0.0	0.0	0.0	0.412	0.0	0.0
SRIP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCTD10P1	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0
LINC01266	2.93	2.675	4.62	4.575	5.13	3.837	2.364	3.533
AC084116.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR3652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245047.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01103	0.0	0.0	0.534	0.0	0.0	0.0	0.0	0.0
TPT1P9	0.452	0.044	0.0	0.0	0.09	0.2	0.084	0.121
AC079160.1	0.0	0.0	0.0	4.447	2.033	0.267	0.542	0.0
