"","T_PCD11_LMoDC_1","T_PCD11_LMoDC_2","T_PCD11_LMoDC_3","T_PCD11_LMoDC_4","T_PCD11_LCD11_1","T_PCD11_LCD11_2","T_PCD11_LCD11_3","T_PCD11_LCD11_4","T_PimedMoDC_1","T_PimedMoDC_2","T_PimedMoDC_3","T_PimedMoDC_4","T_PimedCD11c_1","T_PimedCD11c_2","T_PimedCD11c_3","T_PimedCD11c_4"
"D030040B21Rik",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"D030044L04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D030045P18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D030046N08Rik",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"D030047H15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D030051J21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D030055H07Rik",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"D030056L22Rik",53,28,21,24,80,70,50,68,27,73,61,62,26,41,38,38
"D030062O11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D030068K23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D11Bhm181e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D11Wsu47e",48,27,22,38,63,72,62,52,58,60,73,69,35,58,45,42
"D130004A15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D130009I18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D130017N08Rik",2,0,0,1,1,1,0,0,2,1,2,2,0,0,0,0
"D130019J16Rik",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D130020L05Rik",6,2,2,1,3,2,3,2,3,10,8,7,4,3,6,6
"D130040H23Rik",12,9,3,7,9,6,15,16,18,24,27,34,10,7,16,9
"D130043K22Rik",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"D130052B06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D130058E05Rik",2,2,1,3,2,6,6,6,3,5,2,6,7,6,11,8
"D130062J10Rik",2,0,0,1,0,2,4,0,1,4,4,5,1,3,3,2
"D130079A08Rik",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"D13Ertd608e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D14Ertd670e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D16Ertd472e",135,86,51,82,197,238,206,229,166,242,247,259,116,156,197,124
"D16Ertd519e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D17H6S53E",18,20,19,17,18,39,33,25,14,31,39,40,21,22,19,25
"D1Pas1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D230022J07Rik",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"D230030E09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D230049E03Rik",1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
"D2hgdh",25,11,12,13,44,25,20,19,27,33,52,54,12,39,25,21
"D330023K18Rik",12,8,5,5,18,11,11,11,13,36,30,27,11,16,13,11
"D330025C20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D330037F02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D330041H03Rik",16,5,8,6,16,27,10,12,6,20,20,18,8,11,10,15
"D330046F09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D330050G23Rik",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"D330050I16Rik",4,2,0,1,6,9,9,9,4,5,9,9,5,10,3,3
"D3Ertd751e",2,0,1,1,3,5,6,6,4,7,19,17,4,12,8,3
"D430001F17Rik",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"D430013B06Rik",0,1,2,0,0,1,0,0,1,1,0,2,1,1,1,0
"D430018E03Rik",1,0,0,0,0,1,0,0,0,1,0,3,0,0,1,1
"D430019H16Rik",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"D430020J02Rik",6,2,4,6,3,6,11,6,4,5,8,7,2,9,7,5
"D430036J16Rik",0,1,0,0,1,2,3,0,0,0,1,0,0,2,2,1
"D430040D24Rik",1,0,0,0,1,0,0,0,1,1,2,2,0,0,0,0
"D430041D05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D530014G21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D530018E20Rik",26,7,4,11,12,28,31,23,46,70,64,81,30,33,26,36
"D530033B14Rik",1,1,0,3,0,0,0,0,1,0,2,1,0,1,0,0
"D530037P16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"D530049I02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D5Ertd579e",39,17,23,23,57,56,50,70,58,67,73,80,31,43,47,27
"D5Ertd605e",3,0,0,0,2,6,1,1,2,2,5,6,2,14,6,5
"D5Ertd615e",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D630002J18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D630003M21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D630008O14Rik",0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0
"D630011A20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D630014O11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D630023F18Rik",1,1,0,0,1,1,3,0,0,1,3,3,0,3,1,0
"D630023O14Rik",0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"D630024D03Rik",0,0,0,0,6,1,1,2,1,0,1,0,0,0,0,0
"D630029K05Rik",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"D630030B08Rik",1,1,3,1,2,1,1,0,2,1,4,5,4,0,3,4
"D630033A02Rik",13,2,5,9,17,5,15,17,13,20,8,13,6,8,8,3
"D630033O11Rik",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"D630036H23Rik",0,0,1,0,0,0,1,0,2,0,0,0,1,1,0,1
"D630039A03Rik",1,0,1,1,0,0,0,1,1,7,3,5,1,0,2,1
"D630044L22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D630045J12Rik",0,0,0,1,3,1,1,0,0,1,0,1,2,0,0,1
"D6Ertd474e",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"D6Ertd527e",1,1,0,0,1,1,3,1,0,1,0,3,1,2,4,1
"D6Wsu163e",47,9,22,17,60,45,43,45,31,57,46,61,29,70,50,38
"D730002M21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D730003I15Rik",15,8,10,6,32,24,6,14,18,38,33,37,6,12,16,10
"D730003K21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D730044K07Rik",0,0,0,0,2,0,1,3,1,0,1,2,2,0,1,1
"D730045A05Rik",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"D730045B01Rik",0,1,0,0,4,2,1,0,0,1,0,0,0,2,0,0
"D730050B12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D7Bwg0826e",1,0,0,0,1,0,0,0,1,6,4,13,4,1,5,1
"D7Ertd128e",0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,1
"D7Ertd443e",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"D830005E20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D830013O20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D830024N08Rik",0,1,0,0,0,2,0,1,2,1,2,3,0,0,0,1
"D830025C05Rik",11,8,7,7,25,26,15,10,17,34,38,34,11,31,24,29
"D830026I12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D830030K20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D830032E09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D830035M03Rik",4,0,3,0,0,0,2,4,2,4,5,11,3,3,6,4
"D830036C21Rik",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"D830039M14Rik",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"D830044D21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D830050J10Rik",7,6,2,3,25,30,15,16,10,33,23,19,6,23,17,11
"D8Ertd738e",306,118,139,142,479,390,242,255,298,524,473,514,233,385,346,259
"D930007J09Rik",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"D930007P13Rik",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"D930015M05Rik",1,0,0,2,0,5,1,2,0,0,1,1,1,3,1,2
"D930019O06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D930020B18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D930028M14Rik",0,1,0,1,1,5,2,4,4,4,4,8,2,1,3,1
"D930030I03Rik",4,0,3,3,7,4,7,5,11,24,12,22,3,5,10,3
"D930032P07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D930036K23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"D930048N14Rik",5,2,3,2,9,8,5,3,5,11,11,20,7,9,3,3
"D9Wsu149",1,0,1,0,1,2,0,0,0,1,0,0,1,1,0,0
"DQ267100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ267101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ267102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daam1",16,13,5,11,38,59,50,49,21,29,30,34,11,23,25,14
"Daam2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Dab1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dab2",22,17,12,28,44,77,41,30,51,75,91,65,20,52,37,24
"Dab2ip",6,4,2,5,2,3,6,4,9,10,5,14,9,11,9,4
"Dach1",22,17,8,19,40,79,56,78,19,40,25,43,49,80,86,56
"Dach2",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"Dact1",0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1
"Dact2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Dact3",4,3,5,1,7,9,10,5,2,4,3,5,2,2,1,1
"Dad1",692,276,189,244,371,790,606,618,524,1045,889,879,447,735,688,548
"Dag1",144,60,40,90,262,222,211,216,156,260,228,279,123,183,170,131
"Dagla",0,0,0,0,0,3,2,1,0,4,5,0,0,2,1,1
"Daglb",5,5,1,4,6,11,2,6,8,14,12,7,9,10,4,7
"Dalir",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dalrd3",237,100,121,108,330,226,218,252,214,389,336,384,187,265,275,157
"Dancr",40,9,14,14,65,72,47,52,26,20,20,25,21,22,30,17
"Dand5",6,2,9,5,13,7,8,10,9,15,24,21,7,13,18,2
"Dao",5,0,0,0,1,2,1,0,10,11,13,8,0,6,4,4
"Dap",198,91,101,96,305,255,235,246,267,497,485,505,223,323,310,208
"Dap3",243,90,89,140,384,296,276,237,208,408,424,406,234,348,331,209
"Dapk1",8,3,3,5,15,12,19,15,23,47,35,37,18,23,25,21
"Dapk2",18,9,9,21,107,55,72,74,31,66,50,60,23,35,30,31
"Dapk3",70,35,63,51,102,140,61,81,32,87,78,74,33,59,53,47
"Dapl1",3,4,1,3,3,1,3,2,26,44,26,28,6,21,14,9
"Dapp1",244,124,91,144,361,358,282,299,219,488,509,532,256,363,342,243
"Dars",285,113,112,115,320,266,252,267,262,497,429,506,217,399,399,246
"Dars2",20,10,9,17,18,14,25,27,23,48,40,44,31,27,31,15
"Daw1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daxx",886,394,310,280,338,249,180,243,511,1047,860,816,220,398,316,184
"Dazap1",309,213,152,207,492,536,418,361,302,551,505,644,317,486,480,351
"Dazap2",808,375,377,383,1132,1175,1036,1128,1395,2516,2200,2589,1075,1588,1363,985
"Dazl",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
"Dbf4",118,75,46,90,277,235,212,217,100,183,144,171,100,171,148,101
"Dbh",0,0,0,0,0,0,0,0,2,7,6,10,0,0,0,0
"Dbhos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dbi",303,288,56,251,24,1016,693,663,467,924,859,898,549,919,933,573
"Dbil5",0,0,0,1,0,0,0,0,1,0,3,0,0,2,0,0
"Dbn1",3,2,0,1,5,1,5,3,5,2,12,1,3,2,2,2
"Dbndd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dbndd2",2,0,3,0,2,4,6,2,4,14,8,17,5,6,3,5
"Dbnl",586,266,226,242,507,454,366,402,557,1078,982,1097,421,726,611,443
"Dbp",26,12,10,5,35,25,20,30,35,54,51,59,25,26,28,34
"Dbpht2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dbr1",74,51,41,54,107,103,95,94,105,199,187,177,91,124,113,89
"Dbt",30,12,4,9,23,32,31,39,19,49,40,53,24,35,43,18
"Dbx1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Dbx2",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Dcaf1",86,32,35,44,137,113,105,148,75,140,128,159,83,107,125,85
"Dcaf10",32,18,8,13,29,45,39,43,26,53,44,50,28,48,54,30
"Dcaf11",129,53,46,80,137,149,99,134,122,185,168,198,93,131,133,106
"Dcaf12",105,58,46,58,227,180,125,176,93,141,147,181,74,120,114,88
"Dcaf12l1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Dcaf12l2",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Dcaf13",134,41,29,59,76,135,118,134,107,217,204,223,94,123,136,79
"Dcaf15",202,108,89,140,485,352,245,260,201,307,309,365,155,191,183,152
"Dcaf17",27,6,4,8,43,29,28,32,20,39,34,45,21,28,23,16
"Dcaf4",39,20,21,32,59,50,33,41,42,100,83,103,61,68,66,38
"Dcaf5",83,39,14,31,93,88,91,99,118,227,219,249,83,124,115,77
"Dcaf6",4,9,1,6,18,14,13,4,11,16,14,6,6,7,8,3
"Dcaf7",179,69,64,74,196,183,146,231,157,282,256,283,151,228,200,172
"Dcaf8",194,92,68,128,284,237,189,204,206,323,319,376,149,217,183,163
"Dcaf8l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcakd",107,59,43,45,136,94,85,79,61,146,122,155,102,129,125,89
"Dcbld1",10,3,5,2,21,15,11,20,11,9,9,11,8,8,6,11
"Dcbld2",2,0,0,4,10,9,9,6,24,7,8,2,5,7,5,2
"Dcc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcdc2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcdc2b",7,2,0,4,6,6,5,5,5,10,6,9,3,6,3,2
"Dcdc2c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcdc5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dchs1",0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0
"Dchs2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dck",131,69,53,61,139,113,141,158,209,344,303,280,137,232,222,150
"Dclk1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dclk2",10,5,2,1,7,12,10,10,30,50,59,67,23,31,28,38
"Dclk3",0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0
"Dclre1a",17,10,7,8,32,22,18,19,38,73,79,67,19,50,37,20
"Dclre1b",34,14,16,23,50,43,55,40,41,77,57,64,45,67,55,36
"Dclre1c",42,28,36,25,58,45,52,63,74,75,113,112,48,31,34,39
"Dcn",0,0,1,1,1,0,1,1,1,0,3,1,3,3,0,0
"Dcp1a",88,46,25,75,120,143,114,136,123,214,195,254,96,119,126,78
"Dcp1b",51,16,16,28,88,59,60,61,65,132,124,140,67,59,71,55
"Dcp2",76,48,27,50,77,126,106,92,98,240,231,201,75,142,155,111
"Dcpp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcpp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcpp3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcps",79,43,33,44,106,100,101,101,86,117,142,137,73,115,122,85
"Dcst1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcst2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcstamp",3,0,2,1,0,6,1,0,15,7,6,5,5,3,2,4
"Dct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dctd",21,2,4,10,27,24,24,33,9,32,19,25,31,42,44,19
"Dctn1",11,25,16,15,39,82,39,19,19,33,39,36,19,51,30,30
"Dctn2",270,149,126,148,474,451,330,323,242,383,441,457,172,275,228,174
"Dctn3",300,139,168,170,468,411,330,319,323,599,509,571,262,357,366,279
"Dctn4",39,26,32,34,92,69,58,71,55,83,90,73,49,83,48,54
"Dctn5",178,62,56,93,210,239,192,174,169,287,253,270,149,205,181,151
"Dctn6",187,114,99,120,316,320,285,267,257,557,506,572,222,364,349,235
"Dctpp1",221,95,83,79,180,155,125,128,106,240,246,255,147,283,262,147
"Dcun1d1",98,32,38,50,109,103,98,115,95,174,147,176,78,117,95,90
"Dcun1d2",42,23,16,43,96,75,67,75,42,101,89,119,46,64,54,49
"Dcun1d3",12,9,5,7,24,22,22,13,3,17,11,15,4,7,17,2
"Dcun1d4",4,1,3,5,5,6,8,8,1,11,3,5,2,5,8,5
"Dcun1d5",268,131,137,169,456,415,320,403,194,437,392,448,204,294,258,203
"Dcx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcxr",44,12,27,21,24,35,19,24,67,134,128,127,44,51,53,41
"Dda1",273,164,134,142,452,479,331,317,253,463,360,465,200,318,261,186
"Ddah1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ddah2",48,40,22,23,36,25,25,23,23,33,32,43,15,22,23,19
"Ddb1",454,231,166,248,651,624,446,398,332,495,498,554,322,440,442,301
"Ddb2",37,17,6,14,50,28,23,37,50,89,100,98,38,40,56,42
"Ddc",0,0,0,0,3,4,0,1,3,8,5,5,3,0,3,1
"Ddhd1",26,18,10,18,60,68,57,67,89,107,105,101,35,42,59,46
"Ddhd2",43,26,7,20,63,76,68,63,33,68,59,71,37,40,44,37
"Ddi1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ddi2",106,47,41,64,182,188,150,164,161,279,259,292,101,176,151,123
"Ddias",2,7,7,4,8,6,9,13,7,13,11,10,10,17,8,3
"Ddit3",190,80,83,142,505,436,325,348,70,152,113,119,58,72,69,65
"Ddit4",275,108,101,192,261,454,369,354,108,244,254,307,96,155,125,101
"Ddit4l",0,0,0,0,0,1,1,0,2,0,2,0,0,1,0,0
"Ddn",0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1
"Ddo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ddost",296,200,185,175,501,567,358,339,260,527,515,573,335,642,500,310
"Ddr1",6,0,2,2,10,9,5,6,9,7,11,13,5,4,9,6
"Ddr2",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Ddrgk1",159,75,81,91,271,261,186,170,166,241,203,250,120,159,154,134
"Ddt",170,79,85,102,339,262,205,201,214,364,353,385,171,230,252,187
"Ddx1",20,6,4,12,20,19,16,22,19,28,35,30,17,30,22,16
"Ddx10",49,28,17,25,42,54,58,76,37,80,58,83,34,64,43,47
"Ddx11",34,15,13,16,38,44,37,33,22,29,33,34,18,24,30,19
"Ddx17",407,137,126,173,621,410,366,505,299,518,496,546,200,283,337,192
"Ddx18",94,30,68,50,136,134,95,111,68,138,114,161,72,105,96,79
"Ddx19a",117,51,56,65,162,173,156,196,161,267,266,274,111,168,182,148
"Ddx19b",20,13,16,9,28,18,23,22,10,23,27,31,11,10,21,13
"Ddx20",47,27,17,43,60,65,50,63,74,128,96,109,45,89,81,60
"Ddx21",151,72,79,89,227,164,194,222,173,310,265,342,192,268,272,152
"Ddx23",26,14,6,9,33,31,22,29,25,25,19,31,24,29,25,12
"Ddx24",710,335,248,329,510,452,352,443,540,920,744,908,350,552,462,409
"Ddx25",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Ddx27",214,80,102,85,288,182,215,227,157,281,228,302,180,211,215,146
"Ddx28",79,34,33,55,82,120,86,95,83,139,145,156,74,110,114,95
"Ddx31",55,16,29,30,90,74,59,49,29,48,48,63,30,42,48,39
"Ddx39a",582,255,265,303,686,642,570,546,256,466,401,528,331,565,567,328
"Ddx39b",835,405,333,463,1086,1063,585,692,406,863,755,828,450,722,658,400
"Ddx3x",130,58,43,71,223,203,152,176,135,269,260,300,134,208,210,103
"Ddx3y",8,1,1,2,4,3,3,3,7,7,8,14,3,5,5,7
"Ddx4",0,1,0,0,1,1,0,2,1,3,2,2,1,1,1,0
"Ddx41",166,64,83,105,252,166,166,177,131,202,184,232,109,159,181,123
"Ddx42",157,72,57,98,195,228,202,209,153,259,246,294,138,203,174,112
"Ddx43",0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0
"Ddx46",48,29,13,15,66,46,44,63,61,97,92,137,50,74,85,60
"Ddx47",202,86,72,110,295,259,217,196,188,344,321,386,166,263,231,133
"Ddx49",148,62,76,87,211,189,135,139,99,200,170,202,97,150,131,82
"Ddx5",913,433,445,552,1370,1290,1250,1448,2265,3915,3856,4004,1398,2015,2252,1834
"Ddx50",235,98,96,120,358,272,248,275,232,391,388,402,170,228,207,145
"Ddx51",9,1,6,2,5,5,6,6,4,4,9,4,4,6,5,4
"Ddx52",62,28,28,30,87,75,58,62,49,88,103,116,36,59,78,47
"Ddx54",577,224,204,272,755,659,495,567,327,523,568,679,372,388,411,332
"Ddx55",72,31,31,50,82,71,70,91,53,80,77,99,60,63,77,40
"Ddx56",129,38,50,74,133,132,94,121,80,116,126,149,88,143,142,80
"Ddx59",21,12,9,12,50,33,33,39,34,46,49,47,17,21,36,22
"Ddx6",390,212,155,268,479,530,421,480,707,1058,1009,1215,599,710,726,577
"Ddx60",31,35,26,15,10,8,7,10,58,120,95,53,17,51,25,27
"Deaf1",54,21,13,38,91,111,79,78,39,98,85,84,37,56,51,49
"Decr1",4,3,0,2,2,4,5,3,2,4,6,10,1,2,5,6
"Decr2",10,8,9,3,20,15,17,14,40,69,55,82,18,34,28,27
"Dedd",78,25,16,38,108,90,63,75,63,149,128,118,43,67,67,54
"Dedd2",99,58,41,41,131,162,89,89,57,126,105,129,78,101,91,78
"Def6",364,183,149,152,520,609,472,356,266,589,542,580,375,510,452,317
"Def8",41,27,28,18,61,53,64,52,48,105,76,87,65,122,99,62
"Defa-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa-ps10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa-ps11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa-ps12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa-ps13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa-ps14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa-ps15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa-ps16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa-ps17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa-ps18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa-ps3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa-ps4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa-ps5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa-ps6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa-ps7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa-ps8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa-ps9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defa5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb25",0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
